,GEO_NAME,County_Population
1776,"Camden County, NJ",507367
1777,"Cape May County, NJ",93705
1778,"Cumberland County, NJ",153400
1779,"Essex County, NJ",793555
1780,"Gloucester County, NJ",290852
1781,"Hudson County, NJ",668631
1782,"Hunterdon County, NJ",125051
1783,"Mercer County, NJ",368762
1784,"Middlesex County, NJ",826698
1785,"Monmouth County, NJ",623387
1786,"Morris County, NJ",494383
1787,"Ocean County, NJ",591939
1788,"Passaic County, NJ",504041
1789,"Salem County, NJ",63336
1790,"Somerset County, NJ",330176
1791,"Sussex County, NJ",142298
1792,"Union County, NJ",553066
1793,"Warren County, NJ",106293
1794,"Bernalillo County, NM",677692
1795,"Catron County, NM",3539
1796,"Chaves County, NM",65459
1797,"Cibola County, NM",26978
1798,"Colfax County, NM",12353
1799,"Curry County, NM",50199
1800,"De Baca County, NM",2060
1801,"Doña Ana County, NM",215338
1802,"Eddy County, NM",57437
1803,"Grant County, NM",28061
1804,"Guadalupe County, NM",4382
1805,"Harding County, NM",459
1806,"Hidalgo County, NM",4371
1807,"Lea County, NM",70126
1808,"Lincoln County, NM",19482
1809,"Los Alamos County, NM",18356
1810,"Luna County, NM",24264
1811,"McKinley County, NM",72849
1812,"Mora County, NM",4563
1813,"Otero County, NM",65745
1814,"Quay County, NM",8373
1815,"Rio Arriba County, NM",39307
1816,"Roosevelt County, NM",19117
1817,"Sandoval County, NM",140769
1818,"San Juan County, NM",127455
1819,"San Miguel County, NM",28034
1820,"Santa Fe County, NM",148917
1821,"Sierra County, NM",11135
1822,"Socorro County, NM",17000
1823,"Taos County, NM",32888
1824,"Torrance County, NM",15595
1825,"Union County, NM",4175
1826,"Valencia County, NM",75956
1827,"Albany County, NY",307426
1828,"Allegany County, NY",47025
1829,"Bronx County, NY",1437872
1830,"Broome County, NY",194402
1831,"Cattaraugus County, NY",77686
1832,"Cayuga County, NY",77868
1833,"Chautauqua County, NY",129656
1834,"Chemung County, NY",85740
1835,"Chenango County, NY",48348
1836,"Clinton County, NY",80794
1837,"Columbia County, NY",60919
1838,"Cortland County, NY",48123
1839,"Delaware County, NY",45502
1840,"Dutchess County, NY",293894
1841,"Erie County, NY",919866
1842,"Essex County, NY",37751
1843,"Franklin County, NY",50692
1844,"Fulton County, NY",53743
1845,"Genesee County, NY",58112
1846,"Greene County, NY",47617
1847,"Hamilton County, NY",4575
1848,"Herkimer County, NY",62505
1849,"Jefferson County, NY",114448
1850,"Kings County, NY",2600747
1851,"Lewis County, NY",26719
1852,"Livingston County, NY",63907
1853,"Madison County, NY",71359
1854,"Monroe County, NY",744248
1855,"Montgomery County, NY",49426
1856,"Nassau County, NY",1356564
1857,"New York County, NY",1632480
1858,"Niagara County, NY",211704
1859,"Oneida County, NY",230782
1860,"Onondaga County, NY",464242
1861,"Ontario County, NY",109472
1862,"Orange County, NY",378227
1863,"Orleans County, NY",41175
1864,"Oswego County, NY",119104
1865,"Otsego County, NY",60244
1866,"Putnam County, NY",99070
1867,"Queens County, NY",2298513
1868,"Rensselaer County, NY",159431
1869,"Richmond County, NY",474101
1870,"Rockland County, NY",323686
1871,"St. Lawrence County, NY",109558
1872,"Saratoga County, NY",227377
1873,"Schenectady County, NY",154883
1874,"Schoharie County, NY",31364
1875,"Schuyler County, NY",17992
1876,"Seneca County, NY",34612
1877,"Steuben County, NY",96927
1878,"Suffolk County, NY",1487901
1879,"Sullivan County, NY",75211
1880,"Tioga County, NY",49045
1881,"Tompkins County, NY",102962
1882,"Ulster County, NY",179303
1883,"Warren County, NY",64480
1884,"Washington County, NY",61828
1885,"Wayne County, NY",90856
1886,"Westchester County, NY",968815
1887,"Wyoming County, NY",40565
1888,"Yates County, NY",25009
1889,"Alamance County, NC",160576
1890,"Alexander County, NC",37119
1891,"Alleghany County, NC",10973
1892,"Anson County, NC",25306
1893,"Ashe County, NC",26786
1894,"Avery County, NC",17501
1895,"Beaufort County, NC",47243
1896,"Bertie County, NC",19644
1897,"Bladen County, NC",33778
1898,"Brunswick County, NC",126860
1899,"Buncombe County, NC",254474
1900,"Burke County, NC",89712
1901,"Cabarrus County, NC",201448
1902,"Caldwell County, NC",81779
1903,"Camden County, NC",10447
1904,"Carteret County, NC",68920
1905,"Caswell County, NC",22746
1906,"Catawba County, NC",156729
1907,"Chatham County, NC",69791
1908,"Cherokee County, NC",27668
1909,"Chowan County, NC",14205
1910,"Clay County, NC",10813
1911,"Cleveland County, NC",97159
1912,"Columbus County, NC",56293
1913,"Craven County, NC",103082
1914,"Cumberland County, NC",332106
1915,"Currituck County, NC",25796
1916,"Dare County, NC",35741
1917,"Davidson County, NC",164664
1918,"Davie County, NC",41991
1919,"Duplin County, NC",59062
1920,"Durham County, NC",306457
1921,"Edgecombe County, NC",53332
1922,"Forsyth County, NC",371573
1923,"Franklin County, NC",64902
1924,"Gaston County, NC",216585
1925,"Gates County, NC",11563
1926,"Graham County, NC",8557
1927,"Granville County, NC",58874
1928,"Greene County, NC",21008
1929,"Guilford County, NC",523582
1930,"Halifax County, NC",51737
1931,"Harnett County, NC",130361
1932,"Haywood County, NC",60433
1933,"Henderson County, NC",113625
1934,"Hertford County, NC",24153
1935,"Hoke County, NC",53239
1936,"Hyde County, NC",5393
1937,"Iredell County, NC",172525
1938,"Jackson County, NC",42256
1939,"Johnston County, NC",191172
1940,"Jones County, NC",9695
1941,"Lee County, NC",60125
1942,"Lenoir County, NC",57227
1943,"Lincoln County, NC",81441
1944,"McDowell County, NC",45109
1945,"Macon County, NC",34410
1946,"Madison County, NC",21405
1947,"Martin County, NC",23054
1948,"Mecklenburg County, NC",1054314
1949,"Mitchell County, NC",15040
1950,"Montgomery County, NC",27338
1951,"Moore County, NC",95629
1952,"Nash County, NC",94003
1953,"New Hanover County, NC",224231
1954,"Northampton County, NC",20186
1955,"Onslow County, NC",193912
1956,"Orange County, NC",142938
1957,"Pamlico County, NC",12742
1958,"Pasquotank County, NC",39479
1959,"Pender County, NC",59020
1960,"Perquimans County, NC",13459
1961,"Person County, NC",39305
1962,"Pitt County, NC",177372
1963,"Polk County, NC",20458
1964,"Randolph County, NC",142958
1965,"Richmond County, NC",45189
1966,"Robeson County, NC",133442
1967,"Rockingham County, NC",91270
1968,"Rowan County, NC",139605
1969,"Rutherford County, NC",66532
1970,"Sampson County, NC",63561
1971,"Scotland County, NC",35262
1972,"Stanly County, NC",61114
1973,"Stokes County, NC",45905
1974,"Surry County, NC",72099
1975,"Swain County, NC",14254
1976,"Transylvania County, NC",33513
1977,"Tyrrell County, NC",4119
1978,"Union County, NC",226694
1979,"Vance County, NC",44482
1980,"Wake County, NC",1046558
1981,"Warren County, NC",20033
1982,"Washington County, NC",12156
1983,"Watauga County, NC",54117
1984,"Wayne County, NC",124002
1985,"Wilkes County, NC",68460
1986,"Wilson County, NC",81336
1987,"Yadkin County, NC",37665
1988,"Yancey County, NC",17667
1989,"Adams County, ND",2351
1990,"Barnes County, ND",10836
1991,"Benson County, ND",6886
1992,"Billings County, ND",946
1993,"Bottineau County, ND",6589
1994,"Bowman County, ND",3195
1995,"Burke County, ND",2213
1996,"Burleigh County, ND",93737
1997,"Cass County, ND",174202
1998,"Cavalier County, ND",3824
1999,"Dickey County, ND",4970
2000,"Divide County, ND",2369
2001,"Dunn County, ND",4387
2002,"Eddy County, ND",2313
2003,"Emmons County, ND",3352
2004,"Foster County, ND",3290
2005,"Golden Valley County, ND",1882
2006,"Grand Forks County, ND",70400
2007,"Grant County, ND",2380
2008,"Griggs County, ND",2266
2009,"Hettinger County, ND",2576
2010,"Kidder County, ND",2460
2011,"LaMoure County, ND",4100
2012,"Logan County, ND",1927
2013,"McHenry County, ND",5927
2014,"McIntosh County, ND",2654
2015,"McKenzie County, ND",12536
2016,"McLean County, ND",9608
2017,"Mercer County, ND",8570
2018,"Morton County, ND",30544
2019,"Mountrail County, ND",10152
2020,"Nelson County, ND",2920
2021,"Oliver County, ND",1837
2022,"Pembina County, ND",7016
2023,"Pierce County, ND",4210
2024,"Ramsey County, ND",11557
2025,"Ransom County, ND",5361
2026,"Renville County, ND",2495
2027,"Richland County, ND",16288
2028,"Rolette County, ND",14603
2029,"Sargent County, ND",3883
2030,"Sheridan County, ND",1405
2031,"Sioux County, ND",4413
2032,"Slope County, ND",704
2033,"Stark County, ND",30876
2034,"Steele County, ND",1910
2035,"Stutsman County, ND",21064
2036,"Towner County, ND",2246
2037,"Traill County, ND",8019
2038,"Walsh County, ND",10802
2039,"Ward County, ND",69034
2040,"Wells County, ND",4055
2041,"Williams County, ND",34061
2042,"Adams County, OH",27878
2043,"Allen County, OH",103642
2044,"Ashland County, OH",53477
2045,"Ashtabula County, OH",98136
2046,"Athens County, OH",65936
2047,"Auglaize County, OH",45784
2048,"Belmont County, OH",68472
2049,"Brown County, OH",43679
2050,"Butler County, OH",378294
2051,"Carroll County, OH",27578
2052,"Champaign County, OH",38864
2053,"Clark County, OH",135198
2054,"Clermont County, OH",203216
2055,"Clinton County, OH",41896
2056,"Columbiana County, OH",104003
2057,"Coshocton County, OH",36574
2058,"Crawford County, OH",42021
2059,"Cuyahoga County, OH",1253783
2060,"Darke County, OH",51734
2061,"Defiance County, OH",38279
2062,"Delaware County, OH",197008
2063,"Erie County, OH",75136
2064,"Fairfield County, OH",152910
2065,"Fayette County, OH",28645
2066,"Franklin County, OH",1275333
2067,"Fulton County, OH",42305
2068,"Gallia County, OH",30195
2069,"Geauga County, OH",93961
2070,"Greene County, OH",165811
2071,"Guernsey County, OH",39274
2072,"Hamilton County, OH",812037
2073,"Hancock County, OH",75690
2074,"Hardin County, OH",31542
2075,"Harrison County, OH",15307
2076,"Henry County, OH",27316
2077,"Highland County, OH",43007
2078,"Hocking County, OH",28495
2079,"Holmes County, OH",43859
2080,"Huron County, OH",58457
2081,"Jackson County, OH",32524
2082,"Jefferson County, OH",66886
2083,"Knox County, OH",61215
2084,"Lake County, OH",230052
2085,"Lawrence County, OH",60622
2086,"Licking County, OH",172293
2087,"Logan County, OH",45307
2088,"Lorain County, OH",306713
2089,"Lucas County, OH",432379
2090,"Madison County, OH",43988
2091,"Mahoning County, OH",231064
2092,"Marion County, OH",65344
2093,"Medina County, OH",177257
2094,"Meigs County, OH",23160
2095,"Mercer County, OH",40806
2096,"Miami County, OH",104800
2097,"Monroe County, OH",14090
2098,"Montgomery County, OH",532034
2099,"Morgan County, OH",14702
2100,"Morrow County, OH",34976
2101,"Muskingum County, OH",86076
2102,"Noble County, OH",14443
2103,"Ottawa County, OH",40709
2104,"Paulding County, OH",18872
2105,"Perry County, OH",35985
2106,"Pickaway County, OH",57420
2107,"Pike County, OH",28214
2108,"Portage County, OH",162644
2109,"Preble County, OH",41207
2110,"Putnam County, OH",33969
2111,"Richland County, OH",121324
2112,"Ross County, OH",77051
2113,"Sandusky County, OH",59299
2114,"Scioto County, OH",76377
2115,"Seneca County, OH",55475
2116,"Shelby County, OH",48797
2117,"Stark County, OH",373475
2118,"Summit County, OH",541810
2119,"Trumbull County, OH",201794
2120,"Tuscarawas County, OH",92526
2121,"Union County, OH",55654
2122,"Van Wert County, OH",28281
2123,"Vinton County, OH",13111
2124,"Warren County, OH",226564
2125,"Washington County, OH",60671
2126,"Wayne County, OH",116208
2127,"Williams County, OH",36936
2128,"Wood County, OH",129936
2129,"Wyandot County, OH",22107
2130,"Adair County, OK",22113
2131,"Alfalfa County, OK",5857
2132,"Atoka County, OK",13874
2133,"Beaver County, OK",5415
2134,"Beckham County, OK",22621
2135,"Blaine County, OK",9634
2136,"Bryan County, OK",45759
2137,"Caddo County, OK",29342
2138,"Canadian County, OK",136710
2139,"Carter County, OK",48406
2140,"Cherokee County, OK",48599
2141,"Choctaw County, OK",14886
2142,"Cimarron County, OK",2189
2143,"Cleveland County, OK",276733
2144,"Coal County, OK",5618
2145,"Comanche County, OK",122561
2146,"Cotton County, OK",5929
2147,"Craig County, OK",14493
2148,"Creek County, OK",71160
2149,"Custer County, OK",29209
2150,"Delaware County, OK",42112
2151,"Dewey County, OK",4918
2152,"Ellis County, OK",4072
2153,"Garfield County, OK",62190
2154,"Garvin County, OK",27823
2155,"Grady County, OK",54733
2156,"Grant County, OK",4418
2157,"Greer County, OK",5943
2158,"Harmon County, OK",2721
2159,"Harper County, OK",3847
2160,"Haskell County, OK",12704
2161,"Hughes County, OK",13460
2162,"Jackson County, OK",25384
2163,"Jefferson County, OK",6223
2164,"Johnston County, OK",11041
2165,"Kay County, OK",44880
2166,"Kingfisher County, OK",15618
2167,"Kiowa County, OK",9001
2168,"Latimer County, OK",10495
2169,"Le Flore County, OK",49909
2170,"Lincoln County, OK",34854
2171,"Logan County, OK",46044
2172,"Love County, OK",9933
2173,"McClain County, OK",38634
2174,"McCurtain County, OK",32966
2175,"McIntosh County, OK",19819
2176,"Major County, OK",7718
2177,"Marshall County, OK",16376
2178,"Mayes County, OK",40980
2179,"Murray County, OK",13875
2180,"Muskogee County, OK",69084
2181,"Noble County, OK",11411
2182,"Nowata County, OK",10383
2183,"Okfuskee County, OK",12115
2184,"Oklahoma County, OK",782051
2185,"Okmulgee County, OK",38889
2186,"Osage County, OK",47311
2187,"Ottawa County, OK",31566
2188,"Pawnee County, OK",16428
2189,"Payne County, OK",81512
2190,"Pittsburg County, OK",44382
2191,"Pontotoc County, OK",38358
2192,"Pottawatomie County, OK",72000
2193,"Pushmataha County, OK",11119
2194,"Roger Mills County, OK",3708
2195,"Rogers County, OK",90814
2196,"Seminole County, OK",25071
2197,"Sequoyah County, OK",41359
2198,"Stephens County, OK",43983
2199,"Texas County, OK",21121
2200,"Tillman County, OK",7515
2201,"Tulsa County, OK",642781
2202,"Wagoner County, OK",77850
2203,"Washington County, OK",52001
2204,"Washita County, OK",11432
2205,"Woods County, OK",9127
2206,"Woodward County, OK",20967
2207,"Baker County, OR",15984
2208,"Benton County, OR",89780
2209,"Clackamas County, OR",405788
2210,"Clatsop County, OR",38562
2211,"Columbia County, OR",50851
2212,"Coos County, OR",63308
2213,"Crook County, OR",22337
2214,"Curry County, OR",22507
2215,"Deschutes County, OR",180640
2216,"Douglas County, OR",108323
2217,"Gilliam County, OR",1907
2218,"Grant County, OR",7183
2219,"Harney County, OR",7228
2220,"Hood River County, OR",23131
2221,"Jackson County, OR",214267
2222,"Jefferson County, OR",23143
2223,"Josephine County, OR",85481
2224,"Klamath County, OR",66310
2225,"Lake County, OR",7843
2226,"Lane County, OR",368882
2227,"Lincoln County, OR",47881
2228,"Linn County, OR",122870
2229,"Malheur County, OR",30431
2230,"Marion County, OR",335553
2231,"Morrow County, OR",11215
2232,"Multnomah County, OR",798647
2233,"Polk County, OR",81427
2234,"Sherman County, OR",1605
2235,"Tillamook County, OR",26076
2236,"Umatilla County, OR",76898
2237,"Union County, OR",26028
2238,"Wallowa County, OR",6924
2239,"Wasco County, OR",25866
2240,"Washington County, OR",581821
2241,"Wheeler County, OR",1426
2242,"Yamhill County, OR",103820
2243,"Adams County, PA",102023
2244,"Allegheny County, PA",1225561
2245,"Armstrong County, PA",66331
2246,"Beaver County, PA",166896
2247,"Bedford County, PA",48611
2248,"Berks County, PA",416642
2249,"Blair County, PA",123842
2250,"Bradford County, PA",61304
2251,"Bucks County, PA",626370
2252,"Butler County, PA",186566
2253,"Cambria County, PA",134550
2254,"Cameron County, PA",4686
2255,"Carbon County, PA",63931
2256,"Centre County, PA",161443
2257,"Chester County, PA",517156
2258,"Clarion County, PA",38827
2259,"Clearfield County, PA",80216
2260,"Clinton County, PA",39074
2261,"Columbia County, PA",66220
2262,"Crawford County, PA",86164
2263,"Cumberland County, PA",247433
2264,"Dauphin County, PA",274515
2265,"Delaware County, PA",563527
2266,"Elk County, PA",30608
2267,"Erie County, PA",275972
2268,"Fayette County, PA",132289
2269,"Forest County, PA",7351
2270,"Franklin County, PA",153751
2271,"Fulton County, PA",14506
2272,"Greene County, PA",37144
2273,"Huntingdon County, PA",45421
2274,"Indiana County, PA",85755
2275,"Jefferson County, PA",44084
2276,"Juniata County, PA",24562
2277,"Lackawanna County, PA",211454
2278,"Lancaster County, PA",538347
2279,"Lawrence County, PA",87382
2280,"Lebanon County, PA",138674
2281,"Lehigh County, PA",362613
2282,"Luzerne County, PA",317884
2283,"Lycoming County, PA",114859
2284,"McKean County, PA",41806
2285,"Mercer County, PA",112630
2286,"Mifflin County, PA",46362
2287,"Monroe County, PA",167586
2288,"Montgomery County, PA",821301
2289,"Montour County, PA",18294
2290,"Northampton County, PA",301778
2291,"Northumberland County, PA",92325
2292,"Perry County, PA",45924
2293,"Philadelphia County, PA",1575522
2294,"Pike County, PA",55498
2295,"Potter County, PA",16937
2296,"Schuylkill County, PA",143555
2297,"Snyder County, PA",40466
2298,"Somerset County, PA",74949
2299,"Sullivan County, PA",6177
2300,"Susquehanna County, PA",41340
2301,"Tioga County, PA",41226
2302,"Union County, PA",45114
2303,"Venango County, PA",52376
2304,"Warren County, PA",40035
2305,"Washington County, PA",207547
2306,"Wayne County, PA",51536
2307,"Westmoreland County, PA",354751
2308,"Wyoming County, PA",27588
2309,"York County, PA",444014
2310,"Bristol County, RI",48900
2311,"Kent County, RI",163861
2312,"Newport County, RI",83075
2313,"Providence County, RI",634533
2314,"Washington County, RI",126242
2315,"Abbeville County, SC",24657
2316,"Aiken County, SC",166926
2317,"Allendale County, SC",9214
2318,"Anderson County, SC",195995
2319,"Bamberg County, SC",14600
2320,"Barnwell County, SC",21577
2321,"Beaufort County, SC",182658
2322,"Berkeley County, SC",209065
2323,"Calhoun County, SC",14713
2324,"Charleston County, SC",394708
2325,"Cherokee County, SC",56711
2326,"Chester County, SC",32326
2327,"Chesterfield County, SC",46024
2328,"Clarendon County, SC",34017
2329,"Colleton County, SC",37568
2330,"Darlington County, SC",67253
2331,"Dillon County, SC",30871
2332,"Dorchester County, SC",155474
2333,"Edgefield County, SC",26769
2334,"Fairfield County, SC",22712
2335,"Florence County, SC",138561
2336,"Georgetown County, SC",61605
2337,"Greenville County, SC",498402
2338,"Greenwood County, SC",70264
2339,"Hampton County, SC",19807
2340,"Horry County, SC",320915
2341,"Jasper County, SC",27900
2342,"Kershaw County, SC",64361
2343,"Lancaster County, SC",89546
2344,"Laurens County, SC",66710
2345,"Lee County, SC",17606
2346,"Lexington County, SC",286316
2347,"McCormick County, SC",9606
2348,"Marion County, SC",31562
2349,"Marlboro County, SC",27131
2350,"Newberry County, SC",38068
2351,"Oconee County, SC",76696
2352,"Orangeburg County, SC",88454
2353,"Pickens County, SC",122746
2354,"Richland County, SC",408263
2355,"Saluda County, SC",20299
2356,"Spartanburg County, SC",302195
2357,"Sumter County, SC",106995
2358,"Union County, SC",27644
2359,"Williamsburg County, SC",31794
2360,"York County, SC",258641
2361,"Aurora County, SD",2759
2362,"Beadle County, SD",18374
2363,"Bennett County, SD",3437
2364,"Bon Homme County, SD",6969
2365,"Brookings County, SD",34239
2366,"Brown County, SD",38840
2367,"Brule County, SD",5256
2368,"Buffalo County, SD",2053
2369,"Butte County, SD",10177
2370,"Campbell County, SD",1435
2371,"Charles Mix County, SD",9344
2372,"Clark County, SD",3673
2373,"Clay County, SD",13925
2374,"Codington County, SD",27993
2375,"Corson County, SD",4168
2376,"Custer County, SD",8573
2377,"Davison County, SD",19901
2378,"Day County, SD",5506
2379,"Deuel County, SD",4306
2380,"Dewey County, SD",5779
2381,"Douglas County, SD",2930
2382,"Edmunds County, SD",3940
2383,"Fall River County, SD",6774
2384,"Faulk County, SD",2322
2385,"Grant County, SD",7217
2386,"Gregory County, SD",4201
2387,"Haakon County, SD",2082
2388,"Hamlin County, SD",6000
2389,"Hand County, SD",3301
2390,"Hanson County, SD",3397
2391,"Harding County, SD",1311
2392,"Hughes County, SD",17617
2393,"Hutchinson County, SD",7315
2394,"Hyde County, SD",1331
2395,"Jackson County, SD",3287
2396,"Jerauld County, SD",2029
2397,"Jones County, SD",735
2398,"Kingsbury County, SD",4967
2399,"Lake County, SD",12574
2400,"Lawrence County, SD",25234
2401,"Lincoln County, SD",54914
2402,"Lyman County, SD",3869
2403,"McCook County, SD",5511
2404,"McPherson County, SD",2364
2405,"Marshall County, SD",4895
2406,"Meade County, SD",27424
2407,"Mellette County, SD",2055
2408,"Miner County, SD",2229
2409,"Minnehaha County, SD",186749
2410,"Moody County, SD",6506
2411,"Oglala Lakota County, SD",14335
2412,"Pennington County, SD",109294
2413,"Perkins County, SD",2907
2414,"Potter County, SD",2326
2415,"Roberts County, SD",10285
2416,"Sanborn County, SD",2388
2417,"Spink County, SD",6543
2418,"Stanley County, SD",2997
2419,"Sully County, SD",1331
2420,"Todd County, SD",10146
2421,"Tripp County, SD",5468
2422,"Turner County, SD",8264
2423,"Union County, SD",15177
2424,"Walworth County, SD",5510
2425,"Yankton County, SD",22717
2426,"Ziebach County, SD",2814
2427,"Anderson County, TN",75775
2428,"Bedford County, TN",47558
2429,"Benton County, TN",16112
2430,"Bledsoe County, TN",14602
2431,"Blount County, TN",128443
2432,"Bradley County, TN",104557
2433,"Campbell County, TN",39687
2434,"Cannon County, TN",13976
2435,"Carroll County, TN",28018
2436,"Carter County, TN",56391
2437,"Cheatham County, TN",39929
2438,"Chester County, TN",17150
2439,"Claiborne County, TN",31613
2440,"Clay County, TN",7686
2441,"Cocke County, TN",35336
2442,"Coffee County, TN",54531
2443,"Crockett County, TN",14499
2444,"Cumberland County, TN",58634
2445,"Davidson County, TN",684017
2446,"Decatur County, TN",11683
2447,"DeKalb County, TN",19601
2448,"Dickson County, TN",51988
2449,"Dyer County, TN",37576
2450,"Fayette County, TN",39692
2451,"Fentress County, TN",17994
2452,"Franklin County, TN",41512
2453,"Gibson County, TN",49175
2454,"Giles County, TN",29167
2455,"Grainger County, TN",23013
2456,"Greene County, TN",68669
2457,"Grundy County, TN",13331
2458,"Hamblen County, TN",63740
2459,"Hamilton County, TN",357546
2460,"Hancock County, TN",6585
2461,"Hardeman County, TN",25562
2462,"Hardin County, TN",25771
2463,"Hawkins County, TN",56402
2464,"Haywood County, TN",17779
2465,"Henderson County, TN",27859
2466,"Henry County, TN",32279
2467,"Hickman County, TN",24678
2468,"Houston County, TN",8176
2469,"Humphreys County, TN",18318
2470,"Jackson County, TN",11615
2471,"Jefferson County, TN",53247
2472,"Johnson County, TN",17789
2473,"Knox County, TN",456185
2474,"Lake County, TN",7526
2475,"Lauderdale County, TN",26297
2476,"Lawrence County, TN",42937
2477,"Lewis County, TN",11956
2478,"Lincoln County, TN",33711
2479,"Loudon County, TN",51610
2480,"McMinn County, TN",52773
2481,"McNairy County, TN",25903
2482,"Macon County, TN",23487
2483,"Madison County, TN",97682
2484,"Marion County, TN",28417
2485,"Marshall County, TN",32269
2486,"Maury County, TN",89776
2487,"Meigs County, TN",11962
2488,"Monroe County, TN",45876
2489,"Montgomery County, TN",196387
2490,"Moore County, TN",6322
2491,"Morgan County, TN",21596
2492,"Obion County, TN",30520
2493,"Overton County, TN",22004
2494,"Perry County, TN",7912
2495,"Pickett County, TN",5088
2496,"Polk County, TN",16782
2497,"Putnam County, TN",76440
2498,"Rhea County, TN",32628
2499,"Roane County, TN",52897
2500,"Robertson County, TN",69344
2501,"Rutherford County, TN",307128
2502,"Scott County, TN",21954
2503,"Sequatchie County, TN",14730
2504,"Sevier County, TN",96287
2505,"Shelby County, TN",937005
2506,"Smith County, TN",19458
2507,"Stewart County, TN",13301
2508,"Sullivan County, TN",156734
2509,"Sumner County, TN",179473
2510,"Tipton County, TN",61446
2511,"Trousdale County, TN",9573
2512,"Unicoi County, TN",17780
2513,"Union County, TN",19293
2514,"Van Buren County, TN",5704
2515,"Warren County, TN",40454
2516,"Washington County, TN",127055
2517,"Wayne County, TN",16649
2518,"Weakley County, TN",33626
2519,"White County, TN",26580
2520,"Williamson County, TN",218648
2521,"Wilson County, TN",132663
2522,"Anderson County, TX",57863
2523,"Andrews County, TX",17818
2524,"Angelina County, TX",87607
2525,"Aransas County, TX",24763
2526,"Archer County, TX",8789
2527,"Armstrong County, TX",1916
2528,"Atascosa County, TX",48828
2529,"Austin County, TX",29565
2530,"Bailey County, TX",7092
2531,"Bandera County, TX",21763
2532,"Bastrop County, TX",82577
2533,"Baylor County, TX",3591
2534,"Bee County, TX",32691
2535,"Bell County, TX",342236
2536,"Bexar County, TX",1925865
2537,"Blanco County, TX",11279
2538,"Borden County, TX",665
2539,"Bosque County, TX",18122
2540,"Bowie County, TX",93858
2541,"Brazoria County, TX",353999
2542,"Brazos County, TX",219193
2543,"Brewster County, TX",9216
2544,"Briscoe County, TX",1546
2545,"Brooks County, TX",7180
2546,"Brown County, TX",37834
2547,"Burleson County, TX",17863
2548,"Burnet County, TX",45750
2549,"Caldwell County, TX",41401
2550,"Calhoun County, TX",21807
2551,"Callahan County, TX",13770
2552,"Cameron County, TX",421750
2553,"Camp County, TX",12813
2554,"Carson County, TX",6032
2555,"Cass County, TX",30087
2556,"Castro County, TX",7787
2557,"Chambers County, TX",40292
2558,"Cherokee County, TX",51903
2559,"Childress County, TX",7226
2560,"Clay County, TX",10387
2561,"Cochran County, TX",2904
2562,"Coke County, TX",3275
2563,"Coleman County, TX",8391
2564,"Collin County, TX",944350
2565,"Collingsworth County, TX",2996
2566,"Colorado County, TX",21022
2567,"Comal County, TX",135097
2568,"Comanche County, TX",13495
2569,"Concho County, TX",4233
2570,"Cooke County, TX",39571
2571,"Coryell County, TX",75389
2572,"Cottle County, TX",1623
2573,"Crane County, TX",4839
2574,"Crockett County, TX",3633
2575,"Crosby County, TX",5861
2576,"Culberson County, TX",2241
2577,"Dallam County, TX",7243
2578,"Dallas County, TX",2586552
2579,"Dawson County, TX",12964
2580,"Deaf Smith County, TX",18899
2581,"Delta County, TX",5215
2582,"Denton County, TX",807047
2583,"DeWitt County, TX",20435
2584,"Dickens County, TX",2216
2585,"Dimmit County, TX",10663
2586,"Donley County, TX",3387
2587,"Duval County, TX",11355
2588,"Eastland County, TX",18270
2589,"Ector County, TX",158342
2590,"Edwards County, TX",2055
2591,"Ellis County, TX",168838
2592,"El Paso County, TX",837654
2593,"Erath County, TX",41482
2594,"Falls County, TX",17299
2595,"Fannin County, TX",34175
2596,"Fayette County, TX",25066
2597,"Fisher County, TX",3883
2598,"Floyd County, TX",5872
2599,"Foard County, TX",1408
2600,"Fort Bend County, TX",739342
2601,"Franklin County, TX",10679
2602,"Freestone County, TX",19709
2603,"Frio County, TX",19394
2604,"Gaines County, TX",20321
2605,"Galveston County, TX",327089
2606,"Garza County, TX",6288
2607,"Gillespie County, TX",26208
2608,"Glasscock County, TX",1430
2609,"Goliad County, TX",7531
2610,"Gonzales County, TX",20667
2611,"Gray County, TX",22685
2612,"Grayson County, TX",128560
2613,"Gregg County, TX",123494
2614,"Grimes County, TX",27630
2615,"Guadalupe County, TX",155137
2616,"Hale County, TX",34113
2617,"Hall County, TX",3074
2618,"Hamilton County, TX",8269
2619,"Hansford County, TX",5547
2620,"Hardeman County, TX",3952
2621,"Hardin County, TX",56379
2622,"Harris County, TX",4602523
2623,"Harrison County, TX",66645
2624,"Hartley County, TX",5767
2625,"Haskell County, TX",5809
2626,"Hays County, TX",204150
2627,"Hemphill County, TX",4061
2628,"Henderson County, TX",80460
2629,"Hidalgo County, TX",849389
2630,"Hill County, TX",35399
2631,"Hockley County, TX",23162
2632,"Hood County, TX",56901
2633,"Hopkins County, TX",36240
2634,"Houston County, TX",22955
2635,"Howard County, TX",36667
2636,"Hudspeth County, TX",4098
2637,"Hunt County, TX",92152
2638,"Hutchinson County, TX",21571
2639,"Irion County, TX",1524
2640,"Jack County, TX",8842
2641,"Jackson County, TX",14820
2642,"Jasper County, TX",35504
2643,"Jeff Davis County, TX",2234
2644,"Jefferson County, TX",255210
2645,"Jim Hogg County, TX",5282
2646,"Jim Wells County, TX",41192
